student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,scholarship_binary,sports_binary,gender_encoded,department_encoded,parental_education_encoded,academic_score,engagement_score,low_attendance,low_cgpa,high_failures,low_study_hours,low_income,disengaged,risk_probability
209015,Male,ARTS,No,Graduate,,18.0,6.346075205,66.62438609,32639,6.0,9.3,21,0,,No,1,0,0,3,0,0,0.51671616647,,1,0,1,1,1,1,0.572729664046179
210548,Male,ME,Y,nan,,17.0,5.825497326,100.0,90859,,11.1,26,3,,No,0,0,0,3,6,4,0.6110198930399999,,0,1,0,1,0,1,0.773492042186041
211012,nan,CIVIL,Nope,nan,,19.0,6.193269543,90.89380281,59742,4.0,20.8,53,4,,No,0,0,0,5,2,4,0.6794121901500001,,0,0,1,0,0,1,0.6696108350420523
206510,M,BIO,Y,Graduate,,20.0,4.319009739,85.44992689,56178,3.0,20.5,54,0,,Yes,0,0,1,2,1,0,0.5911101702300001,,0,1,1,0,0,1,0.6181963503071239
209109,FEMALE,COMMERCE,N,Primary,,21.0,5.353503694,70.59678691,69972,4.0,17.4,7,4,,nan,0,0,0,0,3,2,0.44693050849000004,,1,1,1,0,0,1,0.6175508474739685
207695,M,ME,N,Primary,,19.0,4.804411331,67.25914682,27842,6.0,12.8,18,3,,nan,1,0,0,2,6,2,0.4479538937,,1,1,1,1,1,1,0.5360153055408408
205216,Other,nan,nan,Graduate,,23.0,4.734285181,71.82980191,34437,4.0,22.1,3,0,,No,0,0,0,4,7,0,0.41386081297,,1,1,1,0,1,1,0.6185265951194652
202988,M,ARTS,Y,Primary,,25.0,4.995285313,68.64212547,85808,6.0,10.2,19,0,,Yes,1,0,1,2,0,2,0.46273778893,,1,1,1,1,0,0,0.4986152524161425
215889,M,ME,Yes,Postgraduate,,23.0,5.81003586,66.201835,71329,2.0,9.8,10,0,,No,1,1,0,2,6,1,0.46100693940000004,,1,1,1,1,0,1,0.5150634699282011
202724,FEMALE,nan,No,nan,,23.0,4.892962979,73.33419699,64942,5.0,13.8,24,3,,No,0,0,0,0,7,4,0.48772111013,,1,1,1,1,0,0,0.4992338034347509
212320,Other,ME,Yes,Secondary,,18.0,5.633258998,69.96424129,56616,2.0,23.0,0,4,,No,1,1,0,4,6,3,0.43522308378999996,,1,1,1,0,0,1,0.5871092455663914
209812,nan,nan,Yes,nan,,17.0,6.031684439,74.02587491,48481,5.0,20.1,31,4,,No,0,1,0,5,7,4,0.5563450022900001,,1,0,1,0,1,1,0.6311706750851487
216902,Male,COMMERCE,nan,Secondary,,20.0,6.530077496,83.06384398,56101,3.0,10.1,28,4,,Y,0,0,0,3,3,3,0.59439463178,,0,0,1,1,0,1,0.5930501897614059
218295,Female,nan,N,nan,,21.0,5.32493923,65.86845566,34449,5.0,20.4,18,4,,Yes,0,0,1,1,7,4,0.46460293618,,1,1,1,0,1,1,0.5941810918803756
215543,M,nan,Y,nan,,17.0,4.750579053,71.29745253,61732,4.0,8.0,55,3,,Yes,0,0,1,2,7,4,0.5689155197100001,,1,1,1,1,0,0,0.46678191908280914
214190,nan,nan,Yes,nan,,24.0,4.746223632,72.57416313,17174,2.0,16.7,58,0,,No,0,1,0,5,7,4,0.58157143467,,1,1,1,0,1,1,0.5907089992609729
200714,FEMALE,ME,N,nan,,16.0,4.150814296,68.20967853,75676,6.0,14.0,35,0,,Yes,1,0,1,0,6,4,0.47566160742999997,,1,1,1,1,0,0,0.4677819190828092
202678,FEMALE,ARTS,No,nan,,17.0,6.581603189,55.68887144,60225,4.0,17.2,29,4,,No,0,0,0,0,0,4,0.51733074188,,1,0,1,0,0,1,0.6507108749464959
204579,nan,ME,N,nan,,21.0,6.904353644,48.29719848,52885,6.0,5.1,50,0,,Yes,0,0,1,5,6,4,0.5710657412000001,,1,0,1,1,0,0,0.4907738863546676
204609,nan,ARTS,No,Graduate,,22.0,6.631346381,73.38660042,34965,6.0,22.0,48,4,,N,0,0,0,5,0,0,0.6294136565,,1,0,1,0,1,1,0.6691330997140084
214463,Female,BIO,N,nan,,25.0,4.027942754,89.29078699,68614,3.0,5.6,20,1,,No,1,0,0,1,1,4,0.48899007113,,0,1,1,1,0,1,0.5520540817027978
217319,FEMALE,ARTS,N,nan,,16.0,4.579416246,67.21062418,55355,,11.1,43,2,,Yes,1,0,1,0,0,4,0.51380852238,,1,1,0,1,0,1,0.6946621208019402
206730,nan,nan,Nope,Postgraduate,,21.0,5.448737121,65.46943503,47516,6.0,23.5,13,2,,Yes,0,0,1,5,7,1,0.45335778993,,1,1,1,0,1,1,0.6141116011560461
204894,M,BIO,Yes,nan,,21.0,5.89081091,80.08093022,18468,6.0,5.5,1,1,,No,0,1,0,2,1,4,0.47887522705999996,,0,1,1,1,1,1,0.5633978174603173
211913,Female,ECE,Y,nan,,21.0,5.135249084,80.83601019,83629,6.0,24.8,39,3,,nan,0,0,0,1,5,4,0.56491799393,,0,1,1,0,0,1,0.6211695225989611
206835,nan,ARTS,N,Primary,,19.0,5.270022835,93.4611829,36898,2.0,24.3,5,0,,nan,0,0,0,5,0,2,0.5061844621,,0,1,1,0,1,1,0.6381728059271657
200006,FEMALE,ARTS,No,nan,,23.0,6.582116571,77.50325735,65571,2.0,7.5,44,1,,nan,0,0,0,0,0,4,0.62779443489,,0,0,1,1,0,1,0.5679879186991349
218209,Other,COMMERCE,N,Secondary,,26.0,4.757123381,67.13973146,63960,5.0,21.6,14,4,,Yes,1,0,1,4,3,3,0.43370412962,,1,1,1,0,0,1,0.5980621506065957
204193,Male,COMMERCE,Y,Secondary,,23.0,4.587139196,84.96203573,22316,3.0,,53,0,,Yes,0,0,1,3,3,3,0.59737167503,,0,1,1,0,1,1,0.5309910570124088
209560,nan,CIVIL,nan,Secondary,,16.0,6.348506122,95.78773204,64298,6.0,17.6,3,2,,No,1,0,0,5,2,3,0.550303441,,0,0,1,0,0,1,0.6650036921849096
207685,FEMALE,ARTS,nan,nan,,19.0,5.945765142,74.47891627,28627,4.0,15.8,17,0,,No,0,0,0,0,0,4,0.51226735449,,1,1,1,0,1,1,0.6299275876752963
217486,Male,BIO,nan,nan,,17.0,5.651227606,81.59578179,68511,4.0,19.0,27,4,,N,0,0,0,3,1,4,0.55183644961,,0,1,1,0,0,1,0.6401101051347048
217440,nan,BIO,N,Graduate,,20.0,4.79981613,67.39602237,37079,2.0,15.3,27,1,,Yes,0,0,1,5,1,0,0.47518071231,,1,1,1,0,1,1,0.6276692934637385
215479,Other,ECE,nan,nan,,16.0,4.031945482,67.10833683,76542,2.0,24.7,9,2,,No,0,0,0,4,5,4,0.38960282977000005,,1,1,1,0,0,1,0.6000903311086134
206483,M,CS,Y,Postgraduate,,25.0,5.09382771,94.10594096,88691,6.0,6.2,21,4,,No,1,0,0,2,4,1,0.5490709312800001,,0,1,1,1,0,1,0.5700540817027978
204007,Male,CIVIL,N,Secondary,,22.0,5.891064255,61.98286632,58596,3.0,5.5,17,4,,No,0,0,0,3,2,3,0.47259116916,,1,1,1,1,0,1,0.5158993496532382
206866,Male,COMMERCE,Yes,Graduate,,16.0,6.419099692,73.05584946,26012,,7.3,24,4,,No,0,1,0,3,3,0,0.54793153606,,1,0,0,1,1,1,0.7100217866781334
207781,Male,BIO,Y,nan,,21.0,6.633864358,70.35473577,45983,4.0,16.9,35,0,,No,1,0,0,3,1,4,0.58141878163,,1,0,1,0,1,1,0.6617997663806752
216582,Other,nan,nan,nan,,23.0,6.723678167,66.95487933,33147,2.0,6.0,31,3,,Yes,1,0,1,4,7,4,0.56281176467,,1,0,1,1,1,1,0.5205756461890361
209253,M,CIVIL,nan,nan,,22.0,4.819918767,72.37078874,77224,2.0,10.5,47,1,,Yes,0,0,1,2,2,4,0.5509091169,,1,1,1,1,0,0,0.4812819190828092
204186,M,CIVIL,N,nan,,22.0,6.35149878,82.09098185,526890,6.0,22.5,19,4,,No,0,0,0,2,2,4,0.55733289675,,0,0,1,0,0,1,0.662858530894587
212233,M,ME,N,nan,,23.0,4.388251079,79.25428732,22634,6.0,13.1,8,4,,Yes,0,0,1,2,6,4,0.43729290512,,0,1,1,1,1,1,0.5584821355330255
217198,M,ECE,Nope,Postgraduate,,19.0,6.751158543,73.44061471,63265,5.0,24.9,4,3,,nan,0,0,0,2,5,1,0.5023681858500001,,1,0,1,0,0,1,0.6417365159721369
215531,Other,ARTS,Y,Secondary,,,6.855542029,70.52968341,57452,4.0,10.4,18,0,,No,1,0,0,4,0,3,0.53981073139,,1,0,1,1,0,1,0.5606538992702876
212690,Female,BIO,Y,nan,,23.0,5.79873096,74.8277681,76060,3.0,,13,1,,Yes,1,0,1,1,1,4,0.4954325427,,1,1,1,0,0,0,0.4959414263709506
212850,nan,ME,Nope,Secondary,,21.0,4.792807168,,67264,3.0,22.3,47,0,,nan,0,0,0,5,6,3,,,0,1,1,0,0,1,0.5030960118842539
201023,FEMALE,ARTS,N,Graduate,,,6.144723227,82.65825188,80417,5.0,7.4,22,0,,No,0,0,0,0,0,0,0.55976368472,,0,0,1,1,0,1,0.5957136687243034
218448,Male,BIO,Nope,Postgraduate,,17.0,5.29080033,80.95927888,41777,5.0,18.8,38,3,,N,1,0,0,3,1,1,0.56850984984,,0,1,1,0,1,1,0.6445894725938324
216413,Female,ME,N,nan,,16.0,4.572883145,99.92082198,46734,5.0,11.0,39,0,,No,1,0,0,1,6,4,0.59967779174,,0,1,1,1,1,1,0.5654382110666872
208204,M,ECE,Nope,Secondary,,21.0,4.251897904,86.46882439,87846,3.0,15.4,42,3,,No,1,0,0,2,5,3,0.55548238933,,0,1,1,0,0,1,0.6220861892656276
219652,Male,CIVIL,Y,Primary,,21.0,6.096854239,63.66014187,80724,3.0,10.8,41,3,,nan,0,0,0,3,2,2,0.55785459517,,1,0,1,1,0,1,0.5304883148547035
205748,Male,ARTS,N,nan,,24.0,,69.71584112,73565,2.0,6.0,47,1,,nan,0,0,0,3,0,4,,,1,0,1,1,0,0,0.358390549854554
215995,Female,CIVIL,No,nan,,26.0,6.593253478,78.4891341,84185,,23.3,28,2,,Yes,0,0,1,1,2,4,0.58319754142,,0,0,0,0,0,1,0.8748097476990182
207293,nan,nan,Y,Primary,,21.0,4.33649291,75.67732587,46911,4.0,16.1,19,1,,Yes,0,0,1,5,7,2,0.45749169400999995,,0,1,1,0,1,1,0.6289620244179592
219257,M,ECE,No,Graduate,,26.0,4.058003458,50.85773298,66036,6.0,,52,3,,Yes,1,0,1,2,5,0,0.47089333726000004,,1,1,1,0,0,0,0.4875027925166361
207113,M,ECE,No,nan,,18.0,6.792496085,61.8734488,41513,4.0,22.3,47,3,,Yes,0,0,1,2,5,4,0.5983201898,,1,0,1,0,1,1,0.6199244526862363
209202,Male,ME,No,Secondary,,19.0,4.125429964,61.73987242,37303,4.0,13.4,52,3,,No,0,0,0,3,6,3,0.50623681582,,1,1,1,1,1,1,0.5338867341122693
208614,Other,BIO,No,Graduate,,18.0,6.696554338,61.37876854,38210,6.0,10.2,14,4,,No,0,0,0,4,1,0,0.49399847914,,1,0,1,1,1,1,0.576979664046179
212561,Male,CS,Yes,nan,,19.0,6.482581785,,42189,6.0,14.5,36,4,,Yes,0,1,1,3,4,4,,,0,0,1,1,1,0,0.39265242467043315
219276,FEMALE,BIO,Nope,Secondary,,22.0,6.588059504,73.06876263,91667,,11.2,51,0,,No,0,0,0,0,1,3,0.6357286680500001,,1,0,0,1,0,1,0.7579872192827587
204843,Other,COMMERCE,nan,nan,,16.0,4.277567889,79.05573963,57166,,20.9,26,3,,Y,0,0,0,4,3,4,0.48626993445000005,,0,1,0,0,0,1,0.8960017710534234
206072,Female,ME,nan,nan,,16.0,6.064343116,66.42317069,62694,5.0,6.0,30,3,,No,0,0,0,1,6,4,0.53184323671,,1,0,1,1,0,1,0.5212031000694887
218757,Other,nan,nan,nan,,16.0,5.737411764,87.75377163,58389,2.0,8.9,44,3,,No,0,0,0,4,7,4,0.6247577854499999,,0,1,1,1,0,1,0.5585088436075597
215049,Other,BIO,Yes,Secondary,,25.0,6.584667678,67.26433905,56328,3.0,22.4,49,1,,No,0,1,0,4,1,3,0.61217972427,,1,0,1,0,0,1,0.5850828261524721
217507,nan,ME,Yes,nan,,26.0,5.868785939,74.44294361,46065,2.0,20.8,31,3,,nan,1,1,0,5,6,4,0.55108026839,,1,1,1,0,1,1,0.6022447135466871
209338,Female,BIO,No,Graduate,,20.0,5.94066247,52.313972,76133,2.0,18.6,18,0,,Yes,0,0,1,1,1,0,0.4485684148,,1,1,1,0,0,1,0.6114292603785441
206659,Male,nan,nan,Primary,,26.0,6.60010849,87.67018771,50302,2.0,10.2,35,1,,No,0,0,0,3,7,2,0.6320149027299999,,0,0,1,1,0,1,0.5850501897614059
214554,Female,BIO,Nope,Primary,,16.0,6.698912797,80.40206972,39182,3.0,14.4,56,0,,Yes,0,0,1,1,1,2,0.6771627210400001,,0,0,1,1,1,1,0.6033088296722197
218355,M,BIO,Yes,nan,,18.0,4.296456635,79.11471317,30610,6.0,22.5,50,2,,No,0,1,0,2,1,4,0.5592024049100001,,0,1,1,0,1,1,0.5885567583646143
217743,nan,CIVIL,Nope,Secondary,,26.0,6.33936028,68.93823456,62608,4.0,18.8,19,3,,No,0,0,0,5,2,3,0.5173891148800001,,1,0,1,0,0,1,0.6494393695701517
202111,nan,ARTS,No,Primary,,19.0,5.89582917,91.39851568,83484,5.0,6.1,42,2,,No,1,0,0,5,0,2,0.6360287138399999,,0,1,1,1,0,1,0.554937415036131
209665,FEMALE,nan,Nope,nan,,19.0,6.526861399,64.13740229,70746,3.0,17.8,1,0,,No,0,0,0,0,7,4,0.45648666283,,1,0,1,0,0,1,0.6456769921626132
203277,Male,nan,N,nan,,19.0,5.47185968,,31053,4.0,22.9,48,0,,nan,1,0,0,3,7,4,,,0,1,1,0,1,1,0.5240397801907611
207438,nan,CS,nan,nan,,24.0,,83.62108903,21213,5.0,9.0,10,1,,No,0,0,0,5,4,4,,,0,0,1,1,1,0,0.4486285605983225
215700,M,ARTS,nan,Graduate,,20.0,4.915418612,79.47952872,74662,4.0,,24,1,,No,0,0,0,2,0,0,0.50705533064,,0,1,1,0,0,1,0.5725985742448063
213577,Female,COMMERCE,N,Secondary,,25.0,5.67884659,81.97515035,40483,2.0,11.6,58,0,,No,0,0,0,1,3,3,0.64707931465,,0,1,1,1,1,1,0.577104877733354
209363,Other,COMMERCE,N,nan,,18.0,6.301968913,67.48877137,57998,2.0,13.5,3,1,,No,0,0,0,4,3,4,0.46354507063,,1,0,1,1,0,1,0.5262145053308939
216629,Female,ARTS,Nope,Graduate,,26.0,4.298799435,71.15947553,52943,4.0,21.4,22,3,,Yes,1,0,1,1,0,0,0.45143040398999995,,1,1,1,0,0,1,0.6025721175214013
204546,Male,CIVIL,N,Graduate,,21.0,6.547743065,65.77902139,69353,5.0,23.6,43,3,,Yes,0,0,1,3,2,0,0.58824678677,,1,0,1,0,0,1,0.6171273062842513
214483,nan,nan,No,nan,,18.0,5.252564335,91.9045654,40061,2.0,16.3,31,1,,nan,0,0,0,5,7,4,0.5788162696,,0,1,1,0,1,1,0.6324484469528069
200558,Female,BIO,Nope,nan,,22.0,4.76048936,71.26951139,8690,4.0,12.0,16,0,,No,1,0,0,1,1,4,0.45222810857,,1,1,1,1,1,1,0.529333232711709
208117,Female,COMMERCE,No,Postgraduate,,22.0,4.331974183,57.27348566,33485,4.0,10.6,29,1,,No,1,0,0,1,3,1,0.43209942430000003,,1,1,1,1,1,1,0.5369998993783757
217670,FEMALE,ARTS,nan,Secondary,,19.0,6.699710928,66.06013816,46151,2.0,17.3,25,4,,No,0,0,0,0,0,3,0.5411688516,,1,0,1,0,1,1,0.6664641288998765
218637,FEMALE,COMMERCE,Yes,Postgraduate,,19.0,6.687852152,69.3861359,42258,2.0,9.4,8,0,,Y,0,1,0,0,3,1,0.49967249378,,1,0,1,1,1,1,0.582347222222222
217183,Other,CIVIL,nan,Secondary,,21.0,,79.03620137,65691,2.0,17.6,3,4,,nan,0,0,0,4,2,3,,,0,0,1,0,0,1,0.6164346836605727
202727,nan,nan,Yes,nan,,22.0,4.739433072,64.10969905,87796,4.0,23.6,11,2,,No,1,1,0,5,7,4,0.41490642003,,1,1,1,0,0,1,0.5772521027092486
205449,Other,BIO,Yes,nan,,26.0,4.391497297,64.95449055,65205,3.0,8.8,9,4,,nan,0,1,0,4,1,4,0.39752336353,,1,1,1,1,0,1,0.5066813970990693
214724,Female,ARTS,No,nan,,16.0,6.670042552,68.94823966,59102,6.0,22.9,47,0,,nan,0,0,0,1,0,4,0.61464642106,,1,0,1,0,0,1,0.6399251606607816
204356,FEMALE,nan,N,nan,,17.0,6.118226116,79.67260663,674380,4.0,12.6,5,4,,Yes,0,0,1,0,7,4,0.49874686453000006,,0,0,1,1,0,1,0.5482254963388864
205252,Male,nan,nan,Postgraduate,,18.0,5.893074014,65.78671122,67601,3.0,7.4,55,3,,No,0,0,0,3,7,1,0.59808309422,,1,1,1,1,0,1,0.5081052320061794
219900,Male,ARTS,Nope,Secondary,,18.0,6.726062493,78.66072259,31728,3.0,7.4,52,0,,Yes,0,0,1,3,0,3,0.6610246674900001,,0,0,1,1,1,1,0.5893115769249669
209651,Other,BIO,Y,Secondary,,18.0,5.348756604,,46509,4.0,8.6,52,0,,No,0,0,0,4,1,3,,,0,1,1,1,1,0,0.3407996216568084
210421,Female,CIVIL,nan,Graduate,,16.0,5.157553042,93.16237319,63929,4.0,20.0,21,4,,No,0,0,0,1,2,0,0.54878924125,,0,1,1,0,0,1,0.6311200720495106
215647,Female,ME,N,Secondary,,19.0,4.05533472,89.72660457,43113,6.0,15.8,56,1,,No,1,0,0,1,6,3,0.5993932025100001,,0,1,1,0,1,1,0.6231488900580886
211257,M,ECE,nan,Postgraduate,,26.0,6.8790863,77.9857926,33403,5.0,,6,2,,nan,0,0,0,2,5,1,0.5271208298000001,,0,0,1,0,1,1,0.6203055147246259
218454,nan,BIO,Yes,Graduate,,17.0,5.866609819,81.24383422,38255,2.0,21.9,40,3,,Y,0,1,0,5,1,0,0.5983958954199999,,0,1,1,0,1,1,0.5929400916979476
219345,Female,ECE,Y,Secondary,,24.0,5.428350108,74.67367036,60147,5.0,8.6,22,0,,No,1,0,0,1,5,3,0.5071550154,,1,1,1,1,0,1,0.5005671367680842
204296,Female,BIO,nan,nan,,24.0,5.382770369,57.88884354,79850,2.0,9.4,46,0,,No,1,0,0,1,1,4,0.5269773453800001,,1,1,1,1,0,0,0.4914088734627621
209224,Male,ECE,Yes,Primary,,18.0,4.27866271,68.51021562,79898,2.0,22.3,36,3,,No,0,1,0,3,5,2,0.48467715526,,1,1,1,0,0,1,0.5858592455663915
216773,Other,COMMERCE,Y,Secondary,,23.0,5.732190522,65.63501325,96259,,16.6,0,3,,N,0,0,0,4,3,3,0.42619266063,,1,1,0,0,0,1,0.8608645472415465
206874,FEMALE,nan,nan,Postgraduate,,20.0,4.830857484,85.69135109,77323,6.0,11.3,48,3,,No,1,0,0,0,7,1,0.59430835263,,0,1,1,1,0,1,0.5639112245599407
213872,nan,nan,No,Secondary,,21.0,4.321340833,76.7072051,33130,4.0,16.0,16,3,,Yes,0,0,1,5,7,3,0.45097524862,,0,1,1,0,1,1,0.6279620244179592
219462,nan,ECE,Nope,Graduate,,21.0,5.266301329,52.09148528,62776,6.0,12.7,9,4,,N,1,0,0,5,5,0,0.39392650900000004,,1,1,1,1,0,1,0.518993948362287
201470,Female,ECE,nan,Postgraduate,,23.0,5.104475161,68.74307487,29643,3.0,24.4,23,2,,No,0,0,0,1,5,1,0.47940823104999997,,1,1,1,0,1,1,0.6230365620342707
204153,M,CIVIL,Y,Postgraduate,,21.0,5.785714379,59.9310165,40279,6.0,14.5,38,3,,Yes,1,0,1,2,2,1,0.52522162466,,1,1,1,1,1,1,0.5255795381304281
208796,M,COMMERCE,No,Secondary,,20.0,5.453932566,64.51743921,42904,3.0,9.1,17,2,,No,0,0,0,2,3,3,0.46270962027,,1,1,1,1,1,1,0.5369998993783757
204285,Other,CS,Yes,Postgraduate,,19.0,4.245046272,83.09570284,64056,,,38,4,,Yes,0,1,1,4,4,1,0.5330889593999999,,0,1,0,0,0,1,0.7323332043552445
217928,M,BIO,N,Postgraduate,,16.0,4.379453699,66.47854805,38527,6.0,6.1,16,0,,No,0,0,0,2,1,1,0.42261379211,,1,1,1,1,1,1,0.5369998993783757
218307,nan,ECE,Y,Secondary,,17.0,4.100473571,75.07897405,81633,2.0,10.2,22,4,,Yes,1,0,1,5,5,3,0.45525586499,,0,1,1,1,0,1,0.5621749926758826
219910,nan,COMMERCE,N,Graduate,,17.0,6.021546241,82.03502686,61791,5.0,12.1,29,4,,Y,0,0,0,5,3,0,0.57396693022,,0,0,1,1,0,1,0.6003954278566439
208678,nan,nan,nan,nan,,22.0,4.781198688,68.30103713,60043,5.0,21.0,16,0,,nan,0,0,0,5,7,4,0.44415105891,,1,1,1,0,0,1,0.6033403311086134
210007,nan,CIVIL,N,Secondary,,22.0,4.552379692,49.28271795,60339,3.0,9.8,2,1,,No,0,0,0,5,2,3,0.33594334153,,1,1,1,1,0,1,0.5133118755331555
204484,Other,ARTS,Nope,nan,,20.0,6.843334996,69.20716384,54513,5.0,17.2,34,1,,Yes,0,0,1,4,0,4,0.58335489136,,1,0,1,0,0,1,0.6186511158080609
217526,Male,CIVIL,N,nan,,26.0,5.191608178,70.30256074,22092,4.0,7.8,44,3,,No,0,0,0,3,2,4,0.5505720093400001,,1,1,1,1,1,1,0.5285379946164709
203023,nan,ME,No,nan,,20.0,4.266787906,87.94704912,47474,6.0,23.0,16,0,,Yes,1,0,1,5,6,4,0.48251266359999995,,0,1,1,0,1,1,0.6167953577512926
218112,FEMALE,ECE,Y,nan,,24.0,6.686039615,64.13282977,67442,6.0,16.1,40,0,,nan,0,0,0,0,5,4,0.57984007391,,1,0,1,0,0,1,0.635034135019756
206930,FEMALE,ECE,No,nan,,18.0,6.459367227,86.4194576,70370,4.0,17.2,29,1,,nan,0,0,0,0,5,4,0.60463306188,,0,0,1,0,0,1,0.6674675052535614
212920,nan,nan,nan,nan,,26.0,5.640224217,89.61466601,66575,5.0,19.1,18,2,,No,0,0,0,5,7,4,0.54845296671,,0,1,1,0,0,1,0.6329690794936793
211464,Female,ECE,Nope,nan,,21.0,6.886401449,68.42429329,36125,4.0,10.6,6,4,,No,1,0,0,1,5,4,0.49872893783,,1,0,1,1,1,1,0.5629682587847737
204031,nan,ECE,Y,nan,,23.0,4.749420407,,77322,6.0,6.2,59,4,,No,1,0,0,5,5,4,,,0,1,1,1,0,0,0.3465881113405379
202252,M,BIO,No,Postgraduate,,25.0,4.692014292,69.4286735,50244,6.0,22.7,41,1,,Yes,0,0,1,2,1,1,0.51896659218,,1,1,1,0,0,1,0.6029292603785441
215855,nan,nan,Y,Primary,,25.0,5.643129117,69.92344224,21233,2.0,,33,1,,nan,0,0,0,5,7,2,0.5344954914,,1,1,1,0,1,1,0.5320497966097479
207998,nan,nan,Yes,Primary,,18.0,6.927620843,62.54485761,40811,,16.6,5,0,,nan,0,1,0,5,7,2,0.47973940655,,1,0,0,0,1,1,0.8086651092970887
201869,Other,COMMERCE,Y,Primary,,19.0,6.202471031,79.50831351,31956,3.0,11.1,56,2,,N,0,0,0,4,3,2,0.65462378177,,0,0,1,1,1,1,0.6143346424011574
203100,M,nan,Nope,Postgraduate,,18.0,6.730931524,94.62025879,67864,2.0,22.6,50,0,,Yes,0,0,1,2,7,1,0.70309803733,,0,0,1,0,0,1,0.6347937835111747
203485,Male,BIO,Yes,nan,,26.0,,80.22014345,48600,4.0,22.3,54,2,,Yes,0,1,1,3,1,4,,,0,0,1,0,1,1,0.5299475885225884
209862,Female,ME,nan,Primary,,16.0,4.837454069,72.68105488,42342,3.0,24.2,29,3,,Yes,0,0,1,1,6,2,0.4985413274,,1,1,1,0,1,1,0.6038477585470423
213246,M,CIVIL,Y,Graduate,,16.0,5.907694267,73.2259403,16099,5.0,9.1,41,3,,nan,0,0,0,2,2,0,0.57898559158,,1,1,1,1,1,1,0.5411903755688519
208466,Male,ECE,nan,nan,,19.0,5.858136791,86.69520317,34765,6.0,17.7,47,0,,Yes,0,0,1,3,5,4,0.63541108115,,0,1,1,0,1,1,0.6083786910846259
208507,Female,nan,nan,nan,,17.0,5.872194746,72.98668549,63585,4.0,5.4,4,1,,No,0,0,0,1,7,4,0.46584784631000004,,1,1,1,1,0,0,0.4929004701014176
219302,Female,ARTS,N,nan,,25.0,6.685218521,85.71154469,32710,6.0,11.6,6,4,,No,1,0,0,1,0,4,0.54254337491,,0,0,1,1,1,1,0.6173080856246006
219366,nan,BIO,nan,Primary,,22.0,6.455172207,70.74345034,43709,6.0,,39,3,,No,0,0,0,5,1,2,0.5874372393,,1,0,1,0,1,1,0.5715232667072193
213082,Female,nan,Yes,Graduate,,25.0,4.211539503,68.97638519,51138,4.0,18.8,55,0,,N,1,1,0,1,7,0,0.5403907356900001,,1,1,1,0,0,1,0.5856901979473438
215769,nan,ME,Yes,Graduate,,23.0,5.968860416,92.53134402,53595,2.0,17.8,22,1,,No,0,1,0,5,6,0,0.5823484487000001,,0,1,1,0,0,1,0.5930472345550906
201199,FEMALE,ME,N,nan,,18.0,4.117320329,92.94252655,22075,3.0,16.6,20,3,,No,0,0,0,0,6,4,0.50352039281,,0,1,1,0,1,1,0.6352917472009457
206216,FEMALE,ECE,nan,Graduate,,25.0,4.846194454,62.41951994,77082,,10.3,5,2,,No,0,0,0,0,5,0,0.39610633798000006,,1,1,0,1,0,1,0.7270424659782282
205160,Female,CIVIL,nan,Postgraduate,,17.0,6.975641198,92.5370998,32435,4.0,24.7,39,1,,N,1,0,0,1,2,1,0.6736369473199999,,0,0,1,0,1,1,0.6650120311533861
201277,Other,nan,Y,Primary,,26.0,5.918961569,68.24487632,-11479,,22.4,2,3,,No,1,0,0,4,7,2,0.44749309172000007,,1,1,0,0,1,1,0.8674334710889303
204074,M,COMMERCE,Y,Graduate,,25.0,4.306991676,75.67815713,31518,4.0,11.6,12,0,,Y,1,0,0,2,3,0,0.43531413842999994,,0,1,1,1,1,1,0.5832477348762111
205852,Other,ECE,Nope,nan,,23.0,6.570225045,92.82831322,44401,,24.3,47,0,,Y,0,0,0,4,5,4,0.68229394146,,0,0,0,0,1,1,0.9099610992790044
217818,Male,COMMERCE,nan,nan,,21.0,4.072922859,84.89868781,46297,6.0,12.0,43,1,,nan,0,0,0,3,3,4,0.54661297779,,0,1,1,1,1,1,0.5604524967809731
200715,Female,nan,Yes,Secondary,,17.0,5.714255338,66.34549915,90208,6.0,6.0,24,1,,No,1,1,0,1,7,3,0.49960671097000003,,1,1,1,1,0,1,0.5150634699282011
201670,nan,ME,N,Graduate,,18.0,6.746691339,69.65476041,64741,4.0,21.0,20,2,,Yes,0,0,1,5,6,0,0.5388319347899999,,1,0,1,0,0,1,0.6237600901670352
206925,Male,ECE,No,Graduate,,24.0,,64.22264875,58790,,21.0,53,1,,No,1,0,0,3,5,0,,,1,0,0,0,0,1,0.8659353219822136
205059,nan,ECE,nan,Graduate,,20.0,5.679519258,68.04444372,74316,4.0,12.5,45,1,,nan,1,0,0,5,5,0,0.56631410148,,1,1,1,1,0,1,0.5055177578860967
219733,Male,nan,Nope,Graduate,,22.0,6.314771347,76.74728617,44622,5.0,12.4,1,2,,No,1,0,0,3,7,0,0.48583271239000003,,0,0,1,1,1,1,0.6122274995440146
210059,FEMALE,ECE,Y,Postgraduate,,23.0,5.059731228,86.829306,51402,2.0,12.6,22,4,,No,0,0,0,0,5,1,0.5288771671200001,,0,1,1,1,0,1,0.5700540817027978
