student_id,gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,dropout,scholarship_binary,sports_binary,academic_score,engagement_score,low_attendance,low_cgpa,high_failures,low_study_hours,low_income,gender_encoded,department_encoded,parental_education_encoded,disengaged
207738,Male,BIO,Yes,Unknown,-,19.0,6.89638168,70.26982106,46053,5.0,15.1,56,2,1,NO,0,1,0,74.22952138466667,8,0,0,1,0,1,2,1,4,0
205970,Other,CS,No,Unknown,Yes,21.0,5.567265641,68.64639481,46519,3.0,6.5,16,1,1,NO,1,0,0,53.763579981333336,5,1,0,0,1,1,4,4,4,1
208886,Female,BIO,No,Unknown,No,24.0,6.673947616,71.54627367,84346,2.0,25.0,8,3,4,No,0,0,0,57.500286847666665,17,0,0,0,0,0,0,1,4,0
204982,Female,UNKNOWN,No,Primary,-,19.0,6.811339507,55.80585683,39987,5.0,14.9,51,1,2,NO,0,0,0,67.798454584,7,1,0,1,0,1,0,7,2,0
207182,Other,CIVIL,No,Postgraduate,,17.0,5.218125905,91.61101369,62184,6.0,23.7,52,3,9,YES,0,0,0,70.90726696533332,27,0,0,1,0,0,4,2,1,0
200222,Other,UNKNOWN,No,Secondary,N,22.0,6.378437391,87.68975024,54467,4.0,9.3,57,0,4,No,0,0,0,77.199112027,8,0,0,1,1,0,4,7,3,0
203545,Female,CS,No,Unknown,Y,26.0,6.137212827,85.06361218,41554,3.0,7.1,15,2,4,NO,1,0,0,61.205147789,14,0,0,0,1,1,0,4,4,1
216305,Male,ME,Yes,Unknown,,23.0,5.101328348,86.31546711,73650,5.0,10.0,52,3,4,No,0,1,0,68.73461520633333,17,0,0,1,0,0,2,6,4,0
202442,Female,ECE,No,Primary,,18.0,6.065962202,70.57984225,73812,4.0,16.1,11,0,9,No,0,0,0,55.17043035166666,18,0,0,1,0,0,0,5,2,0
214085,Female,ECE,No,Primary,Yes,24.0,5.500271303,76.59653372,58306,2.0,21.0,35,4,6,NO,0,0,0,62.146983297666665,24,0,0,0,0,0,0,5,2,0
205749,Female,ECE,NO,Primary,Y,17.0,5.799351366,78.55885161,48378,2.0,9.4,41,3,8,YES,0,0,0,66.23107897966666,25,0,0,0,1,1,0,5,2,0
201972,Female,ECE,Yes,Postgraduate,,21.0,5.500271303,73.17970521,43513,4.0,21.3,36,4,8,No,0,1,0,61.455268077999996,28,0,0,1,0,1,0,5,1,0
201570,Male,UNKNOWN,No,Graduate,Y,20.0,6.980320518,75.09409398,37643,2.0,5.9,17,4,0,NO,0,0,0,63.09649745066667,12,0,0,0,1,1,2,7,0,0
202281,MALE,UNKNOWN,No,Unknown,Yes,19.0,4.518702916,75.98535803,43578,5.0,12.3,45,0,5,YES,1,0,0,60.389121989,10,0,1,1,0,1,1,7,4,1
213066,MALE,UNKNOWN,No,Unknown,No,24.0,6.851132596,81.14027103,50810,3.0,20.4,23,0,9,NO,0,0,0,66.26441095566668,18,0,0,0,0,0,1,7,4,0
202021,Female,ME,No,Unknown,N,21.0,5.935626358,73.59432729,75040,6.0,15.8,32,1,9,No,1,0,0,62.42309664366666,21,0,0,1,0,0,0,6,4,1
205862,OTHER,CIVIL,No,Secondary,Y,25.0,5.304529206,82.36164341,71490,6.0,20.6,55,4,3,NO,0,0,0,69.56447238633332,18,0,0,1,0,0,3,2,3,0
206136,Other,COMMERCE,YES,Secondary,,17.0,4.439792311,72.34028506,82110,6.0,24.3,52,0,4,YES,0,0,0,61.23438040633334,8,0,1,1,0,0,4,3,3,0
219227,OTHER,CIVIL,No,Unknown,,17.0,5.96868818,74.10669223,705590,4.0,16.5,12,1,9,Yes,0,0,1,56.075448569,26,0,0,1,0,0,3,2,4,0
202556,Female,ME,No,Unknown,Y,21.0,4.349651182,85.64810579,41042,4.0,13.6,40,1,1,YES,0,0,0,60.77602098033333,5,0,1,1,0,1,0,6,4,0
205286,Male,ARTS,No,Secondary,-,21.0,5.589232614,65.85991616,79958,5.0,6.2,38,1,3,NO,1,0,0,60.370804584666665,9,1,0,1,1,0,2,0,3,1
213019,Female,UNKNOWN,Yes,Postgraduate,N,24.0,4.680343835,90.38930805,24700,6.0,24.8,37,2,1,No,1,1,0,62.85184492333334,8,0,1,1,0,1,0,7,1,1
203344,Other,ARTS,YES,Unknown,,21.0,4.132716863,79.12285522,35788,4.0,22.8,27,1,6,NO,0,0,0,53.40044088100001,15,0,1,1,0,1,4,0,4,0
200902,MALE,CS,Yes,Secondary,N,18.0,6.060173126,60.30561074,29603,3.0,12.1,29,0,5,NO,0,1,0,58.05921551866666,10,1,0,0,0,1,1,4,3,0
208079,Other,COMMERCE,No,Unknown,-,23.0,6.653360172,67.21314496,42817,3.0,15.1,9,3,1,NO,0,0,0,56.430744348000005,11,1,0,0,0,1,4,3,4,0
200181,OTHER,UNKNOWN,No,Graduate,,24.0,6.810829136,76.11715246,50833,4.0,6.5,18,0,1,No,0,0,0,62.889291418,2,0,0,1,1,0,3,7,0,0
210223,MALE,ME,No,Graduate,N,20.0,5.954447147,59.02895559,52594,4.0,11.2,11,4,5,NO,1,0,0,51.14758907866666,22,1,0,1,0,0,1,6,0,1
211982,Female,BIO,No,Unknown,-,17.0,4.434777797,69.9872122,72513,4.0,24.2,45,4,1,NO,1,0,0,58.170052645,14,1,1,1,0,0,0,1,4,1
201853,MALE,COMMERCE,No,Unknown,No,18.0,4.052169613,79.37058266,69203,6.0,8.8,7,4,4,NO,1,0,0,46.40535619633334,20,0,1,1,1,0,1,3,4,1
204450,OTHER,ECE,No,Graduate,No,25.0,5.98901475,80.80514877,30007,6.0,9.1,30,2,9,NO,0,0,0,64.186618381,24,0,0,1,1,1,3,5,0,0
207007,Female,UNKNOWN,No,Unknown,N,17.0,4.533480944,78.31799624,68622,5.0,11.0,16,2,3,NO,0,0,0,51.49613692533334,12,0,1,1,0,0,0,7,4,0
209495,Female,ECE,NO,Secondary,,24.0,6.941793509,74.28738891,40226,3.0,15.1,56,4,1,NO,0,0,0,75.66185088466668,14,0,0,0,0,1,0,5,3,0
212897,Female,CS,No,Secondary,Yes,25.0,5.016549415,70.32947932,38689,4.0,5.6,47,3,9,No,0,0,0,61.84825753766666,27,0,0,1,1,1,0,4,3,0
201458,Female,CIVIL,YES,Primary,,25.0,4.007938972,64.47733167,30987,2.0,8.9,13,2,6,NO,1,0,0,43.716227694333334,18,1,1,0,1,1,0,2,2,1
212509,Other,CS,NO,Unknown,Y,25.0,5.500271303,77.87235224,70598,6.0,6.3,32,3,5,NO,0,0,0,61.52972885366666,19,0,0,1,1,0,4,4,4,0
217769,Female,UNKNOWN,No,Postgraduate,,23.0,6.498686208,52.41160455,64514,4.0,19.2,4,4,5,YES,1,0,0,49.55024573833334,22,1,0,1,0,0,0,7,1,1
215800,Male,UNKNOWN,No,Secondary,N,16.0,5.284295519,65.16367586,76128,4.0,20.8,25,2,6,No,1,0,0,54.30391368633334,18,1,0,1,0,0,2,7,3,1
215643,Male,ME,Yes,Postgraduate,,16.0,4.41961699,60.25151626,84722,4.0,13.8,29,4,1,NO,1,1,0,49.84020649466667,14,1,1,1,0,0,2,6,1,1
201926,MALE,ME,No,Primary,N,23.0,6.911054008,82.67472678,29106,3.0,19.0,57,1,3,YES,0,0,0,78.357688074,9,0,0,0,0,1,1,6,2,0
219099,OTHER,ARTS,No,Postgraduate,Yes,19.0,4.505859822,89.89448947,75675,6.0,7.6,9,0,0,YES,1,0,0,52.497645950999996,0,0,1,1,1,0,3,0,1,1
208723,MALE,BIO,No,Secondary,N,16.0,5.69184791,81.09556039,65766,4.0,12.9,24,4,4,NO,0,0,0,60.787907667,20,0,0,1,0,0,1,1,3,0
218794,Male,UNKNOWN,NO,Unknown,Y,24.0,5.779940106,89.63090979,39169,3.0,13.3,57,2,0,YES,0,0,0,74.788973467,6,0,0,0,0,1,2,7,4,0
203656,Female,UNKNOWN,No,Graduate,Yes,16.0,5.305240767,77.56137953,38624,3.0,7.5,18,0,8,Yes,0,0,1,55.794617693999996,21,0,0,0,1,1,0,7,0,0
207200,Female,CS,Yes,Primary,Y,16.0,6.606629265,84.59925811,45241,2.0,15.0,45,4,0,No,0,1,0,73.412923758,12,0,0,0,0,1,0,4,2,0
213520,Other,COMMERCE,No,Unknown,Yes,26.0,6.746561232,68.58955757,20145,4.0,21.3,41,4,7,NO,1,0,0,67.97634009766666,26,1,0,1,0,1,4,3,4,1
210765,OTHER,ME,No,Graduate,-,20.0,4.704242421,51.3892084,18349,3.0,22.2,1,3,8,NO,0,0,0,39.27130795833333,25,1,1,0,0,1,3,6,0,0
219717,MALE,COMMERCE,Yes,Postgraduate,N,18.0,5.513404647,74.54744016,80816,4.0,5.8,30,2,4,YES,0,1,0,59.931255283,14,0,0,1,1,0,1,3,1,0
212684,MALE,UNKNOWN,NO,Unknown,,24.0,6.419185571,61.70950148,6252,3.0,20.8,22,0,2,YES,0,0,0,57.94211163233333,4,1,0,0,0,1,1,7,4,0
205960,OTHER,UNKNOWN,NO,Primary,N,24.0,5.500103109,67.61786989,50186,4.0,12.4,26,2,5,Yes,0,0,1,56.45254317866667,21,1,0,1,0,1,3,7,2,0
205736,MALE,BIO,Yes,Unknown,Y,25.0,5.257916166,88.17629743,56176,4.0,21.4,13,4,1,NO,0,1,0,57.075803392333334,14,0,0,1,0,0,1,1,4,0
217555,OTHER,CS,No,Secondary,Y,20.0,6.292288656,56.41686794,30509,3.0,15.6,53,3,9,NO,1,0,0,66.05317032866667,27,1,0,0,0,1,3,4,3,1
211219,Male,ECE,NO,Unknown,-,26.0,5.610229167,86.22185644,35618,4.0,18.6,8,1,6,YES,0,0,0,56.58436943366667,15,0,0,1,0,1,2,5,4,0
212733,Male,ME,Yes,Unknown,Yes,25.0,6.403016218,79.37959324,45204,4.0,8.6,46,1,5,NO,0,1,0,71.16229239533334,13,0,0,1,1,1,2,6,4,0
204398,OTHER,ARTS,No,Graduate,,24.0,4.786987169,75.23657513,46487,2.0,14.7,45,4,5,NO,0,0,0,61.505908384,22,0,1,0,0,1,3,0,0,0
208292,Female,UNKNOWN,YES,Secondary,,21.0,5.998814104,80.80621347,40623,3.0,17.3,23,1,5,YES,0,0,0,61.90260122766666,13,0,0,0,0,1,0,7,3,0
208854,Other,ME,NO,Primary,N,22.0,6.015263401,58.22820668,41591,4.0,17.3,52,0,5,YES,0,0,0,64.87811234233334,10,1,0,1,0,1,4,6,2,0
208170,MALE,COMMERCE,No,Unknown,Y,19.0,4.178330922,88.70578095,47913,2.0,16.3,41,1,3,YES,0,0,0,61.17005556166667,9,0,1,0,0,1,1,3,4,0
207861,Female,ECE,Yes,Graduate,,23.0,6.138980699,72.50512746,55855,4.0,20.2,19,1,8,NO,0,1,0,58.779775066333336,19,0,0,1,0,0,0,5,0,0
217239,OTHER,ECE,No,Unknown,No,19.0,5.805768684,99.66905535,39364,3.0,18.3,34,3,7,YES,0,0,0,70.26289335833333,23,0,0,0,0,1,3,5,4,0
203999,Female,UNKNOWN,NO,Primary,,24.0,5.105200349,74.89336708,29185,2.0,19.4,8,2,5,YES,1,0,0,50.66067853566667,16,0,0,0,0,1,0,7,2,1
216640,Female,UNKNOWN,NO,Postgraduate,Y,22.0,5.368356138,72.96870842,80880,4.0,5.3,2,2,5,YES,1,0,0,49.39905988266666,16,0,0,1,1,0,0,7,1,1
208509,Male,COMMERCE,Yes,Secondary,Y,21.0,6.077985757,83.03899755,48430,4.0,9.6,55,0,9,NO,0,1,0,73.63496138333333,18,0,0,1,1,1,2,3,3,0
206693,Female,CS,No,Unknown,N,22.0,5.653121637,75.15536255,82819,4.0,17.0,30,3,9,NO,1,0,0,60.81221695000001,27,0,0,1,0,0,0,4,4,1
202086,Female,ECE,No,Unknown,Y,21.0,4.067530174,81.59884343,59178,5.0,17.3,40,0,0,NO,0,0,0,58.150637232333324,0,0,1,1,0,0,0,5,4,0
210241,Male,ECE,Yes,Unknown,Y,18.0,5.027367855,75.09409398,42420,3.0,15.9,52,1,4,NO,0,1,0,64.99840080233334,11,0,0,0,0,1,2,5,4,0
207515,MALE,CIVIL,NO,Unknown,N,23.0,4.967071883,77.83579357,39160,4.0,16.4,0,0,9,No,1,0,0,48.186097486,18,0,1,1,0,1,1,2,4,1
214922,Male,ME,YES,Primary,,24.0,4.046088965,93.7309202,41746,3.0,15.1,16,4,5,YES,0,0,0,53.68305421833333,22,0,1,0,0,1,2,6,2,0
202589,Female,CIVIL,No,Unknown,Y,16.0,4.206816714,82.96587753,77892,4.0,17.2,52,1,2,YES,1,0,0,63.257180162333334,7,0,1,1,0,0,0,2,4,1
204556,Other,ARTS,No,Postgraduate,N,18.0,5.500271303,48.96040951,59493,5.0,7.1,33,1,1,YES,1,0,0,53.18947936799999,5,1,0,1,1,0,4,0,1,1
216516,Female,ME,NO,Secondary,No,16.0,6.301438176,75.91323146,56106,6.0,24.8,28,3,2,NO,0,0,0,63.61449365133333,13,0,0,1,0,0,0,6,3,0
206951,Male,ME,NO,Unknown,No,18.0,5.954033743,80.96440987,54179,2.0,18.2,59,2,2,YES,0,0,0,73.72615834266666,10,0,0,0,0,0,2,6,4,0
216947,Other,ARTS,No,Postgraduate,Yes,17.0,5.119634906,77.72076224,55560,6.0,20.7,42,1,2,NO,1,0,0,62.914403202,7,0,0,1,0,0,4,0,1,1
216915,Female,COMMERCE,No,Graduate,Y,23.0,6.429365382,74.46021381,57931,4.0,15.9,0,4,9,YES,0,0,0,54.484891053,30,0,0,1,0,0,0,3,0,0
204254,MALE,ME,No,Unknown,No,17.0,4.965452911,75.06440326,47519,4.0,19.7,16,3,3,No,0,0,0,52.67991886633333,15,0,1,1,0,1,1,6,4,0
219044,Other,CIVIL,NO,Secondary,Yes,19.0,5.25540577,94.61307434,13072,3.0,6.4,19,0,1,NO,0,0,0,60.99428448533333,2,0,0,0,1,1,4,2,3,0
216366,Female,COMMERCE,YES,Primary,Y,23.0,4.368720811,63.52181125,40663,2.0,6.6,28,3,8,NO,0,0,0,50.23348076333334,25,1,1,0,1,1,0,3,2,0
219228,Male,COMMERCE,NO,Postgraduate,Y,21.0,4.002618483,91.06063222,72012,4.0,21.6,41,4,9,YES,0,0,0,60.99794874766667,30,0,1,1,0,0,2,3,1,0
206052,OTHER,BIO,Yes,Unknown,Yes,21.0,4.670570328,80.74504207,89406,5.0,22.5,48,0,6,No,0,1,0,63.576364260999995,12,0,1,1,0,0,3,1,4,0
204229,Other,COMMERCE,No,Graduate,N,23.0,5.25635925,78.85851961,63808,4.0,11.7,31,3,2,YES,0,0,0,60.272685466333336,13,0,0,1,0,0,4,3,0,0
200884,Female,UNKNOWN,No,Primary,-,17.0,5.068877505,70.81082693,25192,6.0,10.0,50,3,8,No,1,0,0,63.25430227066667,25,0,0,1,0,1,0,7,2,1
201039,Male,COMMERCE,Yes,Unknown,No,17.0,6.443707131,61.38829081,27857,4.0,15.9,20,4,0,YES,0,1,0,57.30168956466667,12,1,0,1,0,1,2,3,4,0
215175,Female,ME,No,Unknown,Y,26.0,6.153123923,73.67837235,643510,2.0,19.5,1,1,2,No,0,0,0,53.20246465333334,7,0,0,0,0,0,0,6,4,0
206494,OTHER,COMMERCE,No,Unknown,N,17.0,4.953443392,77.62605104,38230,3.0,15.1,39,3,6,No,0,0,0,61.05503227199999,21,0,1,0,0,1,3,3,4,0
216307,Female,COMMERCE,No,Primary,Y,24.0,6.091605176,82.92794923,71125,2.0,17.9,59,0,2,NO,0,0,0,75.00307731566667,4,0,0,0,0,0,0,3,2,0
202445,Female,ECE,No,Primary,Yes,23.0,6.435031262,66.21099578,55294,2.0,24.7,14,0,3,NO,0,0,0,56.70512171066667,6,1,0,0,0,0,0,5,2,0
219835,Female,CIVIL,Yes,Secondary,Y,17.0,6.03977442,100.0,50517,3.0,21.9,1,4,6,YES,0,1,0,60.53220543333333,24,0,0,0,0,0,0,2,3,0
213700,Female,ARTS,Yes,Unknown,N,24.0,4.807933347,78.72131754,44920,4.0,21.7,17,1,8,NO,0,1,0,53.32272866366666,19,0,1,1,0,1,0,0,4,0
207596,Other,ARTS,No,Unknown,No,21.0,6.061221215,72.06641466,66997,4.0,19.0,15,3,6,Yes,0,0,1,56.926030473,26,0,0,1,0,0,4,0,4,0
216752,Other,BIO,YES,Postgraduate,Yes,26.0,5.500271303,71.21079484,49929,6.0,24.2,20,2,2,No,1,0,0,55.53126163366667,10,0,0,1,0,1,4,1,1,1
214366,MALE,ME,No,Unknown,Yes,18.0,4.583119866,84.32813883,37277,4.0,7.7,47,2,9,Yes,1,0,1,63.88070764566666,29,0,1,1,1,1,1,6,4,1
207712,OTHER,CS,No,Primary,-,18.0,5.682928957,50.77028493,43064,6.0,5.6,2,2,1,No,1,0,0,44.312396930666665,8,1,0,1,1,1,3,4,2,1
202095,Male,UNKNOWN,No,Graduate,,23.0,5.98036089,74.45564121,61892,4.0,14.0,36,0,8,YES,1,0,0,64.23849681300001,16,0,0,1,0,0,2,7,0,1
203857,Female,BIO,Yes,Unknown,,19.0,5.206266448,70.24173738,80782,6.0,9.4,1,2,0,NO,0,1,0,47.43718678733334,6,0,0,1,1,0,0,1,4,0
218811,Other,UNKNOWN,No,Secondary,Y,17.0,6.921118218,94.41539869,38920,3.0,16.1,55,1,8,NO,0,0,0,81.26354403033334,19,0,0,0,0,1,4,7,3,0
205225,Other,UNKNOWN,No,Unknown,Y,22.0,5.734636833,56.46700769,39519,5.0,22.5,13,0,9,NO,1,0,0,49.946619805333334,18,1,0,1,0,1,4,7,4,1
203477,OTHER,CS,NO,Graduate,N,20.0,6.005889128,77.12509693,39365,2.0,8.9,1,2,9,No,0,0,0,53.50030805233333,24,0,0,0,1,1,3,4,0,0
201010,Male,ECE,No,Postgraduate,Yes,20.0,6.824316489,80.3982722,69311,4.0,21.2,54,1,6,NO,0,0,0,76.24106410499999,15,0,0,1,0,0,2,5,1,0
218421,Male,ECE,No,Unknown,N,23.0,4.88582619,75.71454946,15546,5.0,15.1,42,2,9,NO,1,0,0,61.143495788,24,0,1,1,0,1,2,5,4,1
214658,OTHER,UNKNOWN,Yes,Graduate,Yes,22.0,4.783914882,84.92679586,45467,2.0,16.9,57,0,5,NO,0,1,0,68.397613168,10,0,1,0,0,1,3,7,0,0
214361,Male,CS,No,Unknown,No,21.0,6.695067409,79.55888696,34630,6.0,23.7,19,0,9,NO,0,0,0,63.67633646633333,18,0,0,1,0,1,2,4,4,0
206023,Male,COMMERCE,No,Unknown,Yes,18.0,5.918102855,74.65438704,8142,6.0,8.4,55,3,3,NO,1,0,0,70.32016372033333,15,0,0,1,1,1,2,3,4,1
209634,Female,CIVIL,No,Unknown,N,24.0,6.399587917,75.25433209,35110,6.0,19.2,31,0,4,YES,0,0,0,64.90757254533334,8,0,0,1,0,1,0,2,4,0
218321,MALE,BIO,NO,Unknown,,21.0,6.700763866,53.68971566,42736,3.0,8.3,29,4,3,NO,0,0,0,59.27740069466666,18,1,0,0,1,1,1,1,4,0
200934,Male,COMMERCE,No,Secondary,N,20.0,6.914319021,68.97830561,25525,4.0,10.9,20,0,3,NO,0,0,0,61.93175345466667,6,1,0,1,0,1,2,3,3,0
216826,OTHER,UNKNOWN,Yes,Postgraduate,N,16.0,5.500271303,86.4560778,39938,6.0,17.7,9,2,1,YES,0,1,0,56.438179855,8,0,0,1,0,1,3,7,1,0
211229,Female,ECE,YES,Graduate,Y,22.0,4.162746081,91.07308237,36923,4.0,20.9,9,1,7,No,0,0,0,51.135655115999995,17,0,1,1,0,1,0,5,0,0
218890,Female,UNKNOWN,No,Unknown,-,21.0,6.451477721,69.62422756,67528,3.0,10.0,30,1,5,NO,0,0,0,63.144656872999995,13,1,0,0,0,0,0,7,4,0
201343,OTHER,CS,No,Primary,,25.0,6.320909503,96.14733697,55534,4.0,17.7,16,2,4,No,0,0,0,65.78208193933334,14,0,0,1,0,0,3,4,2,0
207228,Female,ME,Yes,Graduate,Y,22.0,4.862227343,68.10559116,6988,2.0,23.0,6,0,6,NO,0,1,0,46.742814063,12,1,1,0,0,1,0,6,0,0
200359,Female,ARTS,YES,Unknown,Yes,19.0,6.879396155,79.95988115,22513,4.0,18.1,38,4,7,YES,0,0,0,71.05161178666667,26,0,0,1,0,1,0,0,4,0
217809,MALE,BIO,No,Secondary,N,24.0,5.528821404,95.32071684,49825,6.0,24.1,8,3,5,YES,0,0,0,58.90698873866667,19,0,0,1,0,1,1,1,3,0
218949,MALE,UNKNOWN,No,Primary,No,17.0,4.575649291,97.04885426,56726,3.0,6.4,32,2,1,YES,0,0,0,62.65956939966666,8,0,1,0,1,0,1,7,2,0
200959,OTHER,UNKNOWN,NO,Secondary,-,16.0,6.228381759,75.36815875,60657,3.0,10.6,19,4,6,NO,0,0,0,60.085689753333334,24,0,0,0,0,0,3,7,3,0
219828,OTHER,BIO,No,Graduate,,23.0,5.639936072,55.97447087,52172,4.0,8.5,18,2,6,NO,1,0,0,50.992021621,18,1,0,1,1,0,3,1,0,1
201148,MALE,ECE,No,Primary,N,23.0,6.023324079,65.3115997,75563,2.0,8.1,33,3,2,No,0,0,0,60.710100305,13,1,0,0,1,0,1,5,2,0
202954,MALE,ECE,YES,Secondary,,22.0,6.303929797,61.22899267,38440,6.0,20.3,39,1,8,NO,1,0,0,62.888346786,19,1,0,1,0,1,1,5,3,1
202051,Other,ECE,Yes,Secondary,Yes,19.0,4.785795731,59.62255253,49654,6.0,20.1,51,4,6,NO,1,1,0,58.815744414,24,1,1,1,0,1,4,5,3,1
218287,Other,CS,YES,Secondary,Y,22.0,6.058213095,75.09409398,48095,2.0,11.0,42,3,1,Yes,0,0,1,66.819293669,16,0,0,0,0,1,4,4,3,0
202054,OTHER,ME,No,Postgraduate,-,19.0,6.092694331,71.90399847,44053,5.0,6.3,35,4,2,YES,0,0,0,63.70133786266666,16,0,0,1,1,1,3,6,1,0
209364,Female,CS,No,Graduate,Yes,18.0,5.401516495,79.15532878,39878,4.0,20.9,43,0,9,No,0,0,0,65.08751444233333,18,0,0,1,0,1,0,4,0,0
207222,Female,COMMERCE,YES,Unknown,No,16.0,5.516625909,92.94679648,59753,4.0,24.9,41,3,6,YES,0,0,0,69.13383515566667,21,0,0,1,0,0,0,3,4,0
209264,OTHER,ME,No,Primary,N,24.0,4.689567352,87.46656433,54555,4.0,22.5,12,2,1,NO,0,0,0,53.687806058999996,8,0,1,1,0,0,3,6,2,0
218967,Other,COMMERCE,No,Secondary,Y,24.0,5.472938479,69.60751954,64305,2.0,23.5,45,2,0,Yes,0,0,1,63.246948257,11,1,0,0,0,0,4,3,3,0
216373,Female,CIVIL,No,Unknown,N,18.0,4.915603802,96.1928658,9882,4.0,14.7,38,3,8,YES,0,0,0,66.10254541666667,25,0,1,1,0,1,0,2,4,0
216441,Female,CIVIL,YES,Graduate,-,21.0,4.131841382,43.50496548,37790,6.0,10.1,59,0,5,YES,1,0,0,53.37736322066666,10,1,1,1,0,1,0,2,0,1
208410,Female,COMMERCE,Yes,Unknown,No,19.0,5.852833688,100.0,65307,6.0,11.0,42,0,8,NO,0,1,0,73.26416843999999,16,0,0,1,0,0,0,3,4,0
215074,Male,COMMERCE,No,Unknown,N,25.0,6.075198777,99.785224,31210,3.0,20.9,41,0,1,NO,0,0,0,73.97822775166667,2,0,0,0,0,1,2,3,4,0
209052,Female,ME,No,Secondary,Yes,16.0,5.901636581,76.79888489,42063,3.0,19.1,54,3,4,NO,1,0,0,70.547848372,17,0,0,0,0,1,0,6,3,1
218961,Male,ECE,No,Unknown,,26.0,5.500271303,100.0,48883,6.0,19.5,57,1,7,NO,1,0,0,76.501356515,17,0,0,1,0,1,2,5,4,1
215798,Other,ARTS,NO,Graduate,,21.0,5.56078755,78.00799385,76138,5.0,17.5,5,4,1,No,0,0,0,52.87300257166666,14,0,0,1,0,0,4,0,0,0
211324,Other,UNKNOWN,YES,Secondary,Y,22.0,6.708915299,87.69806466,51901,4.0,23.4,40,0,2,YES,0,0,0,73.18732922633333,4,0,0,1,0,0,4,7,3,0
205572,OTHER,UNKNOWN,No,Unknown,Yes,26.0,5.893682548,71.69728198,35633,3.0,8.5,30,4,3,YES,0,0,0,60.977597333999995,18,0,0,0,1,1,3,7,4,0
211994,Male,ARTS,No,Graduate,-,16.0,4.91974233,82.10475017,54055,3.0,24.4,54,2,0,NO,0,0,0,67.23013670099999,6,0,1,0,0,0,2,0,0,0
207696,MALE,COMMERCE,No,Primary,N,22.0,5.833214295,53.14663587,61043,6.0,13.1,7,4,6,NO,0,0,0,47.44339556933333,24,1,0,1,0,0,1,3,2,0
219759,MALE,ARTS,No,Unknown,Y,25.0,4.166316897,77.58737066,58406,5.0,22.9,47,3,4,NO,0,0,0,59.77446234966667,17,0,1,1,0,0,1,0,4,0
216738,MALE,CS,No,Unknown,-,21.0,4.783794731,48.47129457,27077,4.0,24.6,52,1,6,No,0,0,0,55.793695359333334,15,1,1,1,0,1,1,4,4,0
203608,Female,UNKNOWN,No,Postgraduate,Y,16.0,4.546175816,67.05747253,64738,6.0,8.8,40,2,8,YES,0,0,0,56.18145417233333,22,1,1,1,1,0,0,7,1,0
218393,Other,CS,No,Postgraduate,,18.0,4.051042737,73.41214487,74905,4.0,22.0,38,0,0,NO,1,0,0,54.94552381266667,0,0,1,1,0,0,4,4,1,1
215816,Female,ECE,Yes,Graduate,,22.0,6.085159168,74.33190135,53824,4.0,11.6,50,4,5,YES,0,1,0,69.39203291166666,22,0,0,1,0,0,0,5,0,0
219912,OTHER,CS,No,Unknown,,26.0,4.126286353,69.15649423,46954,5.0,11.4,38,0,0,YES,0,0,0,54.04504670066667,0,1,1,1,0,1,3,4,4,0
214168,Male,ME,No,Unknown,Yes,17.0,5.509888636,73.24510579,56961,2.0,15.1,44,3,9,YES,0,0,0,64.18964158366667,27,0,0,0,0,0,2,6,4,0
207975,MALE,ECE,No,Unknown,,22.0,4.794500324,78.50761469,21659,6.0,6.6,17,3,8,YES,1,0,0,53.19145269366667,25,0,1,1,1,1,1,5,4,1
217914,Female,CIVIL,No,Primary,Yes,18.0,6.843560562,83.22389779,21572,6.0,22.4,54,4,4,NO,0,0,0,77.184972147,20,0,0,1,0,1,0,2,2,0
204999,OTHER,UNKNOWN,YES,Unknown,-,22.0,6.011422484,72.38289566,31768,6.0,17.9,32,1,7,NO,1,0,0,62.438647784666664,17,0,0,1,0,1,3,7,4,1
212377,Female,ARTS,NO,Graduate,,22.0,5.81233393,64.59161755,71174,4.0,15.1,15,0,1,NO,0,0,0,53.439154914999996,2,1,0,1,0,0,0,0,0,0
218160,Other,ECE,No,Postgraduate,No,25.0,4.707268621,58.90793372,80513,5.0,9.8,34,3,4,NO,0,0,0,52.54205655433333,17,1,1,1,1,0,4,5,1,0
210679,Female,ME,No,Unknown,Yes,17.0,5.13706612,82.60944738,38999,6.0,23.9,35,1,4,No,0,0,0,62.134831480666676,11,0,0,1,0,1,0,6,4,0
204462,Female,ME,No,Postgraduate,,21.0,4.808613602,89.16593958,31431,3.0,15.1,19,4,0,YES,0,0,0,57.12618321733334,12,0,1,0,0,1,0,6,1,0
213334,Other,UNKNOWN,YES,Primary,-,21.0,5.069949426,77.38431129,68753,2.0,14.2,41,0,6,YES,0,0,0,62.23170718366667,12,0,0,0,0,0,4,7,2,0
213745,Other,BIO,No,Unknown,Y,16.0,5.686267388,96.87364599,48201,3.0,13.1,10,0,8,NO,0,0,0,60.82676407033333,16,0,0,0,0,1,4,1,4,0
202394,Other,ME,NO,Graduate,N,23.0,5.21909997,60.81676199,69146,6.0,15.5,15,3,3,NO,0,0,0,49.340528447000004,15,1,0,1,0,0,4,6,0,0
