gender,department,scholarship,parental_education,extra_curricular,age,cgpa,attendance_rate,family_income,past_failures,study_hours_per_week,assignments_submitted,projects_completed,total_activities,sports_participation,low_attendance,low_cgpa,high_failures,low_study_hours,cgpa_attendance_interaction,study_cgpa_ratio,assignment_completion_rate,academic_performance_score,engagement_score,risk_score,cgpa_squared,attendance_squared,income_bracket,age_group
2,6,0,3,1,23.0,4.474086325,88.82455427,49827,2.0,14.5,49,2,3,0,0,1,0,0,397.4087235836273,3.1700319954062084,0.98,66.78270875999999,1.6,3,20.017448443552006,7889.801441264174,2,0
1,4,0,4,0,24.0,5.892499033,83.74654232,56491,6.0,16.0,12,1,6,1,0,0,1,0,493.4764196376936,2.6700046027358284,0.24,71.33576632500001,2.2,2,34.72154485390593,7013.483350555552,0,0
1,2,0,4,1,23.0,5.004240376,78.03882927,41591,4.0,23.0,17,2,2,0,0,0,1,0,390.52506032870457,4.506057376949835,0.34,64.040616515,1.4,2,25.042421740788622,6090.058873832208,2,0
0,6,0,3,0,16.0,4.33917963,78.16181466,56432,3.0,6.3,6,1,8,1,0,1,0,1,339.1581540165074,1.4191811382050337,0.12,60.77680548000001,2.6,4,18.82847986140694,6109.269270944192,0,2
0,5,1,3,1,23.0,5.500271303,60.48139204,30249,5.0,7.4,26,3,6,0,1,0,1,1,332.6640650031046,1.3213645553271514,0.52,57.742052535,2.2,6,30.252984406605318,3657.998783096176,2,0
1,0,1,0,0,23.0,4.961296528,86.61896439,-5562,2.0,19.9,1,0,4,0,0,1,0,0,429.7423672870627,3.9317988760211207,0.02,68.115964835,0.8,3,24.614463238744857,7502.8449919960885,4,0
3,7,1,2,0,20.0,6.634553075,75.0537899,42177,2.0,23.2,31,3,4,0,0,0,0,0,497.94835257144894,3.4449205079581318,0.62,70.699660325,0.8,0,44.01729450499196,5633.071378353342,2,3
1,7,0,4,0,16.0,5.500271303,100.0,34788,4.0,11.0,40,0,6,0,0,0,1,0,550.0271303,1.9641905552160355,0.8,77.501356515,1.2,2,30.252984406605318,10000.0,2,2
2,6,0,4,1,24.0,5.553083364,75.09409398,44814,5.0,16.0,7,2,6,1,0,0,1,0,417.0037640149905,2.8303138251757085,0.14,65.31246381,3.2,2,30.836734847533556,5639.1229506770715,2,0
3,1,1,4,0,17.0,5.997492387,63.817833,85316,5.0,15.6,51,4,0,0,1,0,1,0,382.7469675723374,2.5584287785679853,1.02,61.896378435,0.0,5,35.96991493212296,4072.715808815889,3,2
3,7,1,1,0,24.0,5.665987286,83.52423978,41285,5.0,7.9,29,0,8,0,0,0,1,1,473.24728066629547,1.3701036107348783,0.58,70.09205632,1.6,3,32.10341192511365,6976.298630826935,2,0
1,7,0,2,0,18.0,5.660224623,73.8020547,16539,2.0,15.1,25,2,3,0,0,0,0,0,417.7362072409329,2.621425549918177,0.5,65.202150465,0.6,0,32.0381427828155,5446.743277941792,1,2
2,7,1,2,0,20.0,5.735847449,80.76492951,51435,5.0,21.2,5,3,7,1,0,0,1,0,463.2553148985984,3.632720043707229,0.1,69.061702,2.4,2,32.899945958199815,6522.973838755269,0,3
0,1,0,4,0,18.0,4.189985234,59.31105343,70035,4.0,21.2,2,0,5,0,1,1,1,0,248.51243808468504,4.941741950993392,0.04,50.605452885,1.0,8,17.555976261138035,3517.801058976315,0,2
3,1,0,4,1,22.0,4.880460084,81.841204,38792,3.0,6.7,39,4,3,1,0,1,0,1,399.42272934850115,1.3452572427041662,0.78,65.32290242,2.6,4,23.818890631517288,6697.982672169617,2,0
3,4,0,1,0,25.0,4.414878591,54.66379729,26292,4.0,17.9,53,2,3,0,1,1,1,0,241.3340283583848,3.964669179738747,1.06,49.4062916,0.6,8,19.491152973270143,2988.130734162211,2,0
1,5,0,1,0,17.0,4.577403243,86.25381713,68320,5.0,6.0,35,2,6,0,0,1,1,1,394.81850225199094,1.2827630392952205,0.7,66.01392478,1.2,6,20.952620449026917,7439.720969495482,0,2
0,2,0,4,0,17.0,5.839048403,65.1016318,37939,4.0,7.3,39,1,4,1,1,0,1,1,380.131579194484,1.2291531411517949,0.78,61.746057915,1.8,6,34.09448625257684,4238.222463022772,2,2
3,0,0,0,0,16.0,4.698699114,80.80727444,40740,2.0,10.1,56,0,1,0,0,1,0,0,379.68906881598286,2.104737088127422,1.12,63.89713279,0.2,3,22.077773363904384,6529.815602421478,2,2
1,0,1,0,1,24.0,5.017806694,70.73016667,48125,2.0,17.0,42,1,7,0,0,0,0,0,354.9103037844617,3.3217354652981355,0.84,60.454116805,2.4,0,25.17838401835121,5002.756477165979,2,0
1,7,1,4,1,23.0,4.781130866,70.75942663,32952,4.0,13.1,18,2,0,0,0,1,1,0,338.3100787211553,2.6838042985590382,0.36,59.285367644999994,1.0,5,22.85921235781791,5006.896457006352,2,0
2,6,1,2,1,24.0,6.080773109,73.77097084,43875,6.0,9.9,44,2,0,0,0,0,1,1,448.58453570869517,1.6017413720598042,0.88,67.289350965,1.0,3,36.975801603137526,5442.1561386761305,2,0
1,2,1,0,0,26.0,5.943424194,96.11952486,39143,4.0,24.4,47,2,2,0,0,0,1,0,571.2791095687085,4.037446192214122,0.94,77.7768834,0.4,2,35.32429114982455,9238.963059312158,2,1
0,7,1,4,0,18.0,5.080015352,71.30131164,68376,3.0,10.8,41,0,6,0,0,0,0,0,362.2117577489363,2.084935905803856,0.82,61.05073258,1.2,0,25.806555976555686,5083.877041584398,0,2
3,1,0,4,0,25.0,5.095275401,74.1181868,38713,5.0,21.9,21,1,4,0,0,0,1,0,377.65257396876297,4.215368447221225,0.42,62.535470405000005,0.8,2,25.961831412035714,5493.505614519695,2,0
1,5,1,2,0,20.0,5.148549596,63.94674205,40386,5.0,15.3,46,4,4,1,1,0,1,0,329.23297294704366,2.9150910589966355,0.92,57.716119004999996,1.8,5,26.507562942471758,4089.185818809238,2,3
3,4,0,4,0,24.0,4.555159116,75.09409398,51637,3.0,24.0,11,0,5,0,0,1,0,0,342.0655467507577,5.155570282766679,0.22,60.32284256999999,1.0,3,20.749474572077897,5639.1229506770715,0,0
3,0,0,4,0,18.0,5.901360254,67.04957394,45697,3.0,10.3,14,4,8,1,1,0,0,0,395.6836906971502,1.7162775710948015,0.28,63.031588240000005,2.6,3,34.82605284749094,4495.645365535527,2,2
0,6,0,4,0,17.0,5.601538293,73.24727181,80815,4.0,15.1,42,2,2,0,0,0,1,0,410.29739790149443,2.6484080653354303,0.84,64.63132737000001,0.4,2,31.377231247945353,5365.162827608021,3,2
1,4,1,1,0,21.0,6.456222631,81.53968177,44150,5.0,5.1,14,4,4,0,0,0,1,1,526.4383387680122,0.7778869460419945,0.28,73.05095404,0.8,3,41.68281066103656,6648.71970315287,2,3
1,2,1,4,0,25.0,6.458114375,74.41313484,73326,4.0,12.6,59,3,0,0,0,0,1,0,480.5685357990173,1.9212839666279837,1.18,69.497139295,0.0,2,41.70724128058164,5537.314636716022,0,0
1,0,0,4,1,23.0,5.460206732,70.54153043,39347,5.0,15.1,40,0,1,1,0,0,1,0,385.1713393394688,2.7157263619528313,0.8,62.571798875,2.2,2,29.813857556178117,4976.107515406615,2,0
0,0,0,3,1,19.0,5.684040262,62.18139384,79992,6.0,15.7,59,4,6,1,1,0,1,0,353.44154613383876,2.714365614490254,1.18,59.510898229999995,3.2,5,32.308313700037026,3866.5257398851895,3,3
0,6,0,4,0,16.0,4.111535302,76.59974222,21016,6.0,22.8,21,3,9,0,0,1,1,0,314.94254426162985,5.41370269155113,0.42,58.85754762,1.8,5,16.904722539592232,5867.52050817045,1,2
2,2,0,4,0,26.0,6.959558085,67.89082999,33023,3.0,16.7,43,1,6,0,1,0,0,0,472.490174754265,2.3655871655031504,0.86,68.74320542000001,1.2,3,48.43544873848887,4609.164796731084,2,1
1,2,0,1,1,20.0,6.016315074,75.47576391,23600,4.0,7.7,37,1,4,0,0,0,1,1,454.0859761333982,1.2589279503817792,0.74,67.819457325,1.8,3,36.19604706963963,5696.590937798058,1,3
3,4,1,4,1,24.0,5.816743669,56.45190486,58827,4.0,19.0,11,3,6,0,1,0,1,0,328.3662601973953,3.2112258132033,0.22,57.309670775,2.2,5,33.83450691085158,3186.8175623224915,0,0
0,7,1,1,0,21.0,4.859266612,75.09409398,57390,4.0,15.7,11,4,0,0,0,1,1,0,364.9022236354042,3.165790675986347,0.22,61.84338004999999,0.0,5,23.612472006497956,5639.1229506770715,0,3
1,7,0,0,0,26.0,6.677014803,71.72157717,38609,4.0,21.3,14,2,6,0,0,0,1,0,478.88603245859684,3.1429767558676533,0.28,69.24586260000001,1.2,2,44.58252667948113,5143.984631752266,2,1
1,1,0,1,0,21.0,6.819113386,67.94392744,41159,3.0,12.7,17,4,0,0,1,0,0,0,463.3173451035167,1.8354952855226994,0.34,68.06753065,0.0,3,46.50030737112438,4616.377275971984,2,3
0,1,0,0,0,23.0,5.10282236,94.66170536,46832,4.0,16.4,7,3,8,0,0,0,1,0,483.04186674673986,3.152135296043434,0.14,72.84496448,1.6,2,26.038796037715972,8960.838461663452,2,0
1,4,1,2,0,24.0,4.409552253,90.23368216,54837,6.0,12.0,16,2,8,1,0,1,1,0,397.8901364651139,2.66101806271719,0.32,67.164602345,2.6,5,19.444151071937377,8142.1173961519025,0,0
2,2,0,2,0,21.0,6.886665333,76.72391305,50838,2.0,15.4,27,3,0,0,0,0,0,0,528.3719122135412,2.204198894036249,0.54,72.79528318999999,0.0,0,47.426159408744,5886.558833703959,0,3
1,5,0,4,0,21.0,5.716381222,63.36174319,21026,6.0,20.5,41,2,2,1,1,0,1,0,362.1998789645024,3.5245282620850884,0.82,60.262777705,1.4,5,32.677014275234214,4014.7105000755114,1,3
1,4,1,4,0,17.0,5.897267676,78.63672512,51163,2.0,16.9,53,1,0,1,0,0,0,0,463.7418171966732,2.817949925368647,1.06,68.80470094,1.0,0,34.77776604239445,6183.734537598438,0,2
3,6,0,4,1,17.0,4.688090127,78.06784527,48042,5.0,18.7,40,2,5,1,0,1,1,0,365.98909464645067,3.9055238109556165,0.8,62.47437327,3.0,5,21.978189038874874,6094.588465100663,2,2
2,1,1,0,0,18.0,6.997628868,83.9865331,86351,2.0,23.0,48,2,3,0,0,0,0,0,587.7065885437975,3.240518830689585,0.96,76.98141089,0.6,0,48.966809774266956,7053.7377421573965,3,2
2,0,0,1,0,16.0,4.049624086,94.68221718,80528,4.0,17.5,19,3,6,0,0,1,1,0,383.42738720801094,4.217249475450438,0.38,67.58922902,1.2,5,16.399455237911333,8964.722250120687,3,2
1,7,0,0,1,18.0,5.124900559,58.67655079,19515,4.0,5.6,49,4,3,1,1,0,1,1,300.7114879438629,1.0717907330033072,0.98,54.96277819,2.6,6,26.264605739638515,3442.93761261145,1,2
1,6,0,4,0,25.0,5.246977075,63.89306388,65029,3.0,22.0,36,3,2,0,1,0,0,0,335.24544142987054,4.114474345300985,0.72,58.181417315000004,0.4,3,27.53076842557556,4082.3236119737608,0,0
1,2,0,3,0,24.0,6.720494017,77.33078956,54949,2.0,10.8,38,2,0,0,0,0,0,0,519.7011085678661,1.5834630120752442,0.76,72.267864865,0.0,0,45.1650398325328,5980.051013973005,0,0
1,4,0,3,1,17.0,4.602984317,74.88387138,71664,5.0,10.0,59,3,0,0,0,1,1,0,344.68928555838517,2.1263094507572013,1.18,60.456857275000004,1.0,5,21.187464622547953,5607.594192856383,0,2
1,1,1,2,0,16.0,6.099380849,77.66869993,37846,4.0,19.3,54,2,3,0,0,0,1,0,473.73098091976965,3.1132141209090607,1.08,69.33125421,0.6,2,37.20244674114796,6032.426948816383,2,2
3,7,0,2,0,25.0,5.824751966,82.93294328,21765,4.0,12.2,2,3,3,1,0,0,1,0,483.0638244163465,2.05915793100055,0.04,70.59023147,1.6,2,33.92773546542087,6877.873081083698,1,0
0,1,0,4,0,26.0,5.897340133,61.58312113,44793,6.0,18.1,28,1,8,0,1,0,1,0,363.1766117553493,3.0180045817988295,0.56,60.27826123,1.6,5,34.77862064429246,3792.480808112253,2,1
1,1,0,1,1,18.0,6.820055591,61.20191755,56872,3.0,6.7,10,1,0,0,1,0,0,1,417.4004799667985,0.9682003145630511,0.2,64.70123673,1.0,4,46.51315826433036,3745.6747117969976,0,2
3,4,0,2,0,16.0,4.793539909,64.10221852,46951,4.0,10.2,20,1,4,0,1,1,1,0,307.27654273105884,2.084380671186634,0.4,56.01880880499999,0.8,8,22.978024859175726,4109.09441918583,2,2
0,7,0,0,0,18.0,5.040069989,69.0843928,79720,6.0,18.0,6,3,8,0,1,0,1,0,348.1901748595677,3.501897841570422,0.12,59.742546345,1.6,5,25.40230549401846,4772.653328544692,3,2
1,6,1,4,1,21.0,5.78483476,87.89688816,82812,3.0,6.9,28,1,9,1,0,0,0,1,508.46897392380043,1.1725053092229902,0.56,72.87261788,3.8,1,33.46431320050426,7725.862948211548,3,3
2,7,1,0,1,17.0,5.500271303,77.46603623,35493,6.0,10.4,16,1,5,0,0,0,1,0,426.0842160330273,1.8570528885678883,0.32,66.23437462999999,2.0,2,30.252984406605318,6000.9867691876725,2,2
1,6,0,4,1,17.0,5.756312723,62.96412269,72051,3.0,16.3,58,2,8,0,1,0,0,0,362.44118053298,2.7833213100085334,1.16,60.26362496,2.6,3,33.13513616497167,3964.480746121373,0,2
1,5,1,4,0,16.0,6.673437523,49.90058996,24785,2.0,19.3,16,3,9,1,1,0,0,0,333.00846945890106,2.8493656189290286,0.32,58.317482595,2.8,3,44.53476837338437,2490.0688783560527,1,2
0,4,0,0,0,22.0,5.324501516,43.80675004,55025,6.0,14.7,2,4,6,0,1,0,1,0,233.24910699901304,2.709926424878153,0.04,48.525882599999996,1.2,5,28.350316393886295,1919.0313490670399,0,0
1,7,0,4,0,18.0,6.897454004,78.17921969,62478,3.0,10.4,19,2,0,0,0,0,0,0,539.2375718803861,1.4862548569886964,0.38,73.576879865,0.0,0,47.57487173729563,6111.990391337283,0,2
0,3,0,3,0,22.0,5.052620283,76.92120517,71627,4.0,17.8,3,3,7,0,0,0,1,0,388.6536414347465,3.4545530278501992,0.06,63.723704,1.4,2,25.528971724183005,5916.871804805233,0,0
3,4,1,3,0,19.0,5.134271455,45.94024138,50265,3.0,10.9,59,2,5,0,1,0,0,0,235.86966995314384,2.0824292537575317,1.18,48.64147796500001,1.0,3,26.36074337362782,2110.5057780526645,0,3
1,7,1,3,0,25.0,4.538648956,92.31687142,19695,3.0,21.8,19,4,1,0,0,1,0,0,418.99387209156924,4.699644272887289,0.38,68.85168049,0.2,3,20.599334345799893,8522.404748776813,1,0
1,1,0,3,0,18.0,4.469535908,72.67647127,26129,4.0,19.6,29,0,8,0,0,1,1,0,324.83009800799533,4.289275846522137,0.58,58.685915175,1.6,5,19.976751232901385,5281.869476259134,2,2
1,5,0,2,0,20.0,4.285786762,86.37237735,28878,6.0,9.2,58,3,8,0,0,1,1,1,370.1735914490986,2.0976852043314187,1.16,64.615122485,1.6,6,18.367968169334443,7460.187569090792,2,3
1,3,0,1,0,25.0,5.814466302,71.0424659,34297,3.0,5.3,17,0,9,0,0,0,0,1,413.07402398653403,0.8961079038032197,0.34,64.59356446,1.8,1,33.80801837709355,5047.031961152662,2,0
2,6,1,0,0,22.0,6.420359992,77.51746248,43982,3.0,20.7,45,0,3,1,0,0,0,0,497.69001478795315,3.17467134106052,0.9,70.8605312,1.6,0,41.221022426874235,6008.956989338209,2,0
1,7,1,2,1,18.0,5.714054756,66.08337303,52407,2.0,13.2,29,2,6,0,1,0,0,0,377.60401195459366,2.2703604547889467,0.58,61.611960295,2.2,3,32.650421754566224,4367.012191022132,0,2
2,5,1,2,1,18.0,6.596749696,78.55721156,68839,2.0,23.2,52,3,5,0,0,0,0,0,518.2222614770377,3.464367200980719,1.04,72.26235426,2.0,0,43.51710655167609,6171.235488082598,0,2
3,2,0,4,1,25.0,5.657655838,72.43106823,16498,4.0,8.2,23,0,1,1,0,0,1,1,409.7900560240358,1.424190717666859,0.46,64.503813305,2.2,3,32.00906958125548,5246.259644938915,1,0
1,3,0,4,0,23.0,4.093874559,77.13583359,59029,4.0,18.8,25,4,7,0,0,1,1,0,315.7844267213586,4.482728258921204,0.5,59.03728959,1.4,5,16.75980890482744,5949.936823624173,0,0
3,2,0,4,0,17.0,6.773415589,74.36498897,43861,6.0,12.3,51,4,7,0,0,0,1,0,503.70497556521104,1.7895033176350543,1.02,71.04957243,1.4,2,45.87915874130822,5530.151584508221,2,2
1,3,0,4,0,17.0,5.375149974,79.84554156,65445,6.0,11.9,42,1,6,1,0,0,1,0,429.18176064024993,2.1734564453046707,0.84,66.79852065,2.2,2,28.892237242992202,6375.310507009687,0,2
1,0,0,2,0,17.0,5.452426502,75.55314918,46203,5.0,5.1,36,2,9,1,0,0,1,1,411.94799289859156,0.9185173361885953,0.72,65.03870710000001,2.8,3,29.728954759711954,5708.278351015336,2,2
0,0,1,4,0,25.0,6.270274747,65.0401639,55439,5.0,15.1,46,4,4,0,1,0,1,0,407.81969724291105,2.3703844182091447,0.92,63.871455685,0.8,5,39.31634540286591,4230.222920138863,0,0
1,3,0,2,0,23.0,5.184043338,81.71196678,80030,5.0,13.3,2,4,6,1,0,0,1,0,423.59837702073634,2.517011907217632,0.04,66.77620008,2.2,2,26.874305330262185,6676.845515055823,3,0
3,4,1,2,1,25.0,5.794407483,69.62681755,61984,4.0,6.1,30,3,5,0,1,0,1,1,403.4461526291957,1.0348792508140892,0.6,63.78544619,2.0,6,33.57515807904639,4847.893722140988,0,0
3,3,1,4,0,21.0,4.858571554,70.31323444,23001,5.0,8.2,18,0,0,0,0,1,1,1,341.62188071991716,1.653702061309409,0.36,59.44947499,0.0,6,23.605717545337974,4943.950937414403,1,3
1,6,0,2,0,18.0,5.395548765,41.62577957,55013,4.0,15.1,5,2,0,0,1,0,1,0,224.59392355107573,2.7476782839538685,0.1,47.79063361,0.0,5,29.111946475493024,1732.7055248102292,0,2
0,7,0,4,1,23.0,6.6543878,78.89551554,72523,5.0,24.5,7,2,7,0,0,0,1,0,525.0013560840865,3.6272717417853917,0.14,72.71969677000001,2.4,2,44.28087699278884,6224.502372322382,0,0
0,0,1,4,0,20.0,4.278560684,76.0862664,80036,5.0,9.1,46,0,5,0,0,1,1,1,325.53970801139025,2.0783085257337954,0.92,59.43593662,1.0,6,18.30608152667055,5789.119934691769,3,3
0,1,0,3,0,20.0,5.500271303,45.7428687,43315,6.0,23.5,16,4,6,0,1,0,1,0,251.59818802750692,4.19622527705244,0.32,50.372790865,1.2,5,30.252984406605318,2092.41003690544,2,3
3,1,1,2,0,21.0,4.18280622,80.46738206,58193,4.0,10.8,22,0,5,1,0,1,1,0,336.57946618768443,2.5217111037071396,0.44,61.147722130000005,2.0,5,17.495867874070687,6474.999575590011,0,3
3,6,0,4,1,17.0,5.809383732,73.857441,60201,2.0,24.4,56,1,1,0,0,0,0,0,429.0662162325498,4.1290261568006095,1.12,65.97563916,1.2,0,33.74893934562625,5454.92159106848,0,2
3,7,1,4,0,26.0,5.500271303,74.00856438,69284,3.0,23.2,42,1,2,0,0,0,0,0,407.0671828355419,4.142656443728366,0.84,64.505638705,0.4,0,30.252984406605318,5477.2676015886045,0,1
1,2,1,4,0,20.0,5.946305056,82.7115607,34297,5.0,11.6,32,2,7,0,0,0,1,0,491.82817158006094,1.9185270826666012,0.64,71.08730563,1.4,2,35.35854381901116,6841.202273429785,2,3
3,5,0,2,0,23.0,4.608836019,65.71753906,17950,2.0,5.9,0,1,6,1,1,1,0,1,302.8813610997674,1.2529635723549712,0.0,55.902949625,2.2,7,21.24136945003177,4318.794940102624,1,0
2,2,0,4,0,18.0,5.828075393,86.01100663,44495,4.0,22.6,48,1,5,0,0,0,1,0,501.2786312674628,3.8123671683876648,0.96,72.14588028,1.0,2,33.9664627864921,7397.893261505904,2,2
1,6,0,1,1,18.0,5.890447913,89.06208954,46733,5.0,18.1,16,4,4,0,0,0,1,0,524.6155994583121,3.0214769017055976,0.32,73.98328433500001,1.8,2,34.69737661576605,7932.0557932309775,2,2
1,3,1,2,0,19.0,5.500271303,90.51758321,33886,3.0,6.0,22,0,4,0,0,0,0,1,497.8712653468776,1.071376666481474,0.44,72.76014812,0.8,1,30.252984406605318,8193.432870179273,2,3
1,5,0,0,0,18.0,4.761745662,83.70281192,77316,4.0,25.0,7,0,0,0,0,1,1,0,398.5715015572619,5.1421859015380145,0.14,65.66013427,0.0,5,22.674221749575818,7006.160723314894,3,2
0,4,0,0,0,20.0,4.739975422,71.26628681,58043,6.0,21.6,34,0,0,0,0,1,1,0,337.80044789660275,4.462832580061809,0.68,59.333020515,0.0,5,22.467367001164074,5078.88363568518,0,3
3,3,0,3,0,25.0,5.760342282,73.11725742,96668,6.0,24.4,34,1,7,0,0,0,1,0,421.18042946030425,4.16357933135483,0.68,65.36034012,1.4,2,33.18154320579696,5346.133332622545,3,0
3,4,0,0,0,24.0,4.823327008,75.09409398,22422,3.0,21.4,2,3,8,1,0,1,0,0,362.20337163502415,4.3466541964868,0.04,61.66368203,2.6,3,23.264483426102228,5639.1229506770715,1,0
1,3,1,4,1,25.0,4.574800659,77.38717117,44924,2.0,12.0,22,2,4,0,0,1,0,0,354.0308816666618,2.5669543741715297,0.44,61.56758888,1.8,3,20.928801069586836,5988.77426169488,2,0
1,1,0,4,0,21.0,4.646363202,70.15227607,35268,4.0,9.4,33,2,6,1,0,1,1,1,325.95295406819315,1.980463693979229,0.66,58.307954045,2.2,6,21.58869100489969,4921.341837801495,2,3
1,5,1,3,0,26.0,5.500271303,75.89336912,70938,6.0,16.0,42,0,4,0,0,0,1,0,417.4341202587224,2.857004443950597,0.84,65.44804107499999,0.8,2,30.252984406605318,5759.80347638457,0,1
0,7,0,4,0,24.0,5.576109003,66.20138266,55642,2.0,9.2,53,2,6,0,1,0,0,1,369.14612586147405,1.6208286336885909,1.06,60.981236345,1.2,4,31.092991613337656,4382.623066095748,0,0
3,6,0,1,1,18.0,4.125017575,81.75001532,37960,3.0,16.3,25,4,3,1,0,1,0,0,337.2202499515193,3.8579721174295947,0.5,61.500095535,2.6,3,17.015769994058882,6683.065004820235,2,2
2,7,0,4,0,26.0,5.251517377,73.49490411,11203,6.0,17.4,13,0,7,0,0,0,1,0,385.9597660546137,3.2514142764036476,0.26,63.00503893999999,1.4,2,27.578434760932957,5401.500930138094,1,1
1,7,0,4,0,18.0,5.052774584,86.27300588,48370,5.0,13.3,29,3,8,0,0,0,1,0,435.91805139574655,2.5811336753014853,0.58,68.40037586,1.6,2,25.530530996716372,7443.031543570514,2,2
0,2,0,0,0,21.0,4.932409173,71.47044026,65644,4.0,15.6,13,1,9,0,0,1,1,0,352.52145513677254,3.0999069160944797,0.26,60.397265995,1.8,5,24.328660249894543,5108.023830958229,0,3
0,1,0,4,0,26.0,5.538870015,84.45950357,-4722,4.0,10.0,36,4,3,0,0,0,1,0,467.8102118056584,1.7734049505306786,0.72,69.92410186,0.6,2,30.679081043066095,7133.407743290842,4,1
3,2,0,4,0,25.0,4.016832412,53.26794495,18684,4.0,16.1,51,4,2,0,1,1,1,0,213.96840779579173,3.9107737184226194,1.02,46.718134535000004,0.4,8,16.13494262609374,2837.4739591962307,1,0
1,5,0,1,0,25.0,6.249133994,56.05405384,53883,3.0,14.7,26,3,6,1,1,0,0,0,350.28929335305025,2.3152763847623405,0.52,59.272696890000006,2.2,3,39.0516756749664,3142.056951897619,0,0
3,0,0,4,0,16.0,5.510493387,63.69336963,66059,5.0,19.5,12,2,8,1,1,0,1,0,350.98189214186164,3.4756301549491515,0.24,59.39915175,2.6,5,30.365537368170735,4056.8453348238063,0,2
1,5,1,4,0,26.0,5.588471518,65.46852386,52149,4.0,18.4,24,2,5,0,1,0,1,0,365.86898091711345,3.23461231049096,0.48,60.67661952,1.0,5,31.23101390749723,4286.12761640739,0,1
1,6,0,4,1,21.0,6.879675189,77.39627711,48876,3.0,19.1,3,4,2,1,0,0,0,0,532.4612473546357,2.7365170273398522,0.06,73.0965145,2.4,0,47.32993070614219,5990.18371048791,2,3
2,2,0,3,0,16.0,4.432886379,66.44993582,55773,4.0,8.4,24,3,0,0,1,1,1,1,294.5650153819022,1.8531238812681479,0.48,55.389399805,0.0,9,19.650481649123734,4415.5939704821185,0,2
0,4,0,1,0,23.0,6.589601695,71.06330242,42881,4.0,6.8,16,1,5,0,0,0,1,1,468.2788580791296,1.016502971332735,0.32,68.479659685,1.0,3,43.42285049874687,5049.9929508363775,2,0
1,1,0,3,0,25.0,6.160648691,53.80988351,97572,3.0,7.0,46,1,9,1,1,0,0,1,331.50378840874396,1.1180950002933172,0.92,57.708185209999996,2.8,4,37.95359229392001,2895.50356335977,3,0
3,7,0,4,0,24.0,6.950918632,82.77581903,53137,3.0,19.7,32,2,6,1,0,0,0,0,575.3679827746871,2.7939621811253375,0.64,76.142502675,2.2,0,48.31526982868475,6851.836216087309,0,0
2,6,0,4,1,20.0,4.99944467,86.87311655,40347,3.0,18.3,2,4,7,0,0,1,0,0,434.3173395021863,3.588626053275719,0.04,68.433781625,2.4,3,24.994447008391408,7546.938379109885,2,3
0,7,1,0,1,21.0,6.726240654,86.8941724,64404,6.0,19.0,29,4,4,0,0,0,1,0,584.4711149925647,2.783376819401539,0.58,77.07828947,1.8,2,45.24231333552235,7550.597197080922,0,3
1,2,0,3,1,16.0,4.899488153,57.55878805,54761,4.0,24.1,15,4,9,0,1,1,1,0,282.00860015201295,4.820493471024333,0.3,53.276834789999995,2.8,8,24.004984161387352,3313.0140817848223,0,2
0,7,0,1,0,17.0,5.500271303,82.74724761,42768,2.0,10.9,39,4,2,0,0,0,0,0,455.13231143151836,1.9463342774413444,0.78,68.87498031999999,0.4,0,30.252984406605318,6847.106987030651,2,2
0,5,0,3,0,16.0,5.154117258,77.18555595,47607,4.0,12.7,29,1,8,0,0,0,1,0,397.82340599021956,2.417151992689692,0.58,64.363364265,1.6,2,26.564924709213443,5957.61004731058,2,2
0,1,1,4,0,16.0,5.500271303,93.25523912,41562,5.0,13.3,27,2,1,0,0,0,1,0,512.929115586139,2.374884944033934,0.54,74.128976075,0.2,2,30.252984406605318,8696.539623328377,2,2
0,4,0,2,1,21.0,5.678807473,78.18625881,55843,4.0,11.0,28,4,9,1,0,0,1,0,444.00471081614006,1.9035069175421897,0.56,67.48716677,3.8,2,32.24885431540064,6113.091066704303,0,3
2,3,0,3,1,17.0,5.772253586,70.66690367,33202,4.0,5.0,16,0,3,0,0,0,1,1,407.907288120674,0.8514618666878533,0.32,64.194719765,1.6,3,33.318911461089854,4993.811274305059,2,2
1,3,0,4,0,21.0,4.072922859,84.89868781,46297,6.0,12.0,43,1,1,0,0,1,1,0,345.78580628045364,2.8756822029716798,0.86,62.8139582,0.2,5,16.588700615364736,7207.787191859842,2,3
2,0,0,0,0,22.0,5.324014003,74.79093925,52382,5.0,17.9,14,0,9,0,0,0,1,0,398.1880078645223,3.30013897274225,0.28,64.01553964,1.8,2,28.345125104140088,5593.68459389719,0,0
0,4,0,3,0,24.0,6.125575818,73.37082343,32141,6.0,23.2,53,0,5,0,0,0,1,0,449.4385417495558,3.726562920159428,1.06,67.31329080500001,1.0,2,37.52267910206636,5383.277730796237,2,0
0,2,1,2,1,16.0,6.730775991,53.2361884,47878,3.0,23.9,30,4,1,0,1,0,0,0,358.3208587350727,3.498870411134816,0.6,60.271974155,1.2,3,45.30334544102203,2834.091755360295,2,2
1,3,1,4,0,21.0,5.903458795,62.63150515,56090,3.0,17.4,49,4,3,0,1,0,0,0,369.7425099218553,2.8983292122353945,0.98,60.83304655,0.6,3,34.85082574426285,3922.705437354477,0,3
0,2,0,4,0,17.0,4.654284025,63.4064996,37574,4.0,7.0,8,2,4,1,1,1,1,1,295.11185816944885,1.4723562923862128,0.16,54.974669925,1.8,9,21.6623597853702,4020.3841915248,2,2
